Input Image,Angle Change Mode,Original Angle,Angle Difference,Resized_img,timestamp
.gradio/flagged/Input Image/e5e67f131eeb2cd75bfe/003.png,1 to -1,1 degrees,1 degrees,.gradio/flagged/Resized_img/ac0ed19dd6712f3723fe/image.webp,2025-06-08 18:57:25.813189
